,eventID,account_admin,account_dcadmin,account_hacked,account_user101,account_user103,process_c:\windows\system32\hostname.exe,process_c:\windows\system32\ipconfig.exe,process_c:\windows\system32\netsh.exe,process_c:\windows\system32\netstat.exe,process_c:\windows\system32\ping.exe,process_c:\windows\system32\services.exe,process_c:\windows\system32\wbem\wmic.exe,process_c:\windows\system32\wbem\wmiprvse.exe,objectname_psexesvc,target_outlier,target_test,target_train
41585,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41586,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41588,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41589,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41591,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41592,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41594,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41595,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41597,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41598,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41600,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41601,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41603,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41604,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41606,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41607,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41609,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41610,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41612,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41613,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41615,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41616,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41618,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41619,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41621,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41622,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41624,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41625,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41627,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41628,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41630,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41631,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41633,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41634,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41636,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41637,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41639,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41640,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41642,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41643,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41645,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41646,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41648,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41649,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41651,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41652,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41654,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41655,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41657,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41658,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41660,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41661,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41663,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41664,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41666,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41667,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41669,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41670,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41672,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41673,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41675,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41676,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41678,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41679,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41681,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41682,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41684,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41685,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41687,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41688,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41690,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41691,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41693,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41694,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41696,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41697,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41699,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41700,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41702,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41703,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41705,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41706,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41708,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41709,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41711,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41712,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41714,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41715,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41717,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41718,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41720,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41721,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41723,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41724,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41726,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41727,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41729,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41730,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41732,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41733,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41735,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41736,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41738,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41739,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41741,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41742,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41744,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41745,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41747,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41748,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41750,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41751,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41753,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41754,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41756,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41757,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41759,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41760,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41762,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41763,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41765,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41766,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41768,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41769,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41771,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41772,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41774,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41775,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41777,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41778,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41780,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41781,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41783,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41784,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41786,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41787,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41789,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41790,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41792,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41793,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41795,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41796,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41798,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41799,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41801,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41802,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41804,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41805,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41807,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41808,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41810,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41811,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41813,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41814,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41816,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41817,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41819,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41820,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41822,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41823,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41825,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41826,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41828,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41829,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41831,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41832,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41834,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41835,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41837,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41838,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41840,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41841,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41843,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41844,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41846,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41847,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41849,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41850,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41852,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41853,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41855,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41856,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41858,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41859,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41861,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41862,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41864,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41865,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41867,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41868,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41870,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41871,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41873,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41874,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41876,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41877,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41879,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41880,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41882,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41883,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41885,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41886,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41888,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41889,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41891,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41892,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41894,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41895,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41897,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41898,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41900,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41901,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41903,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41904,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41906,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41907,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41909,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41910,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41912,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41913,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41915,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41916,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41918,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41919,4674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41921,4674,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
